SMILES,pIC50,num_atoms,logP
CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1,0,23,3.9257
CC(C)(C)N(NC(=O)c1cccc(Cl)c1)C(=O)c1ccccc1Cl,0,24,4.5791
CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1Cl,0,24,4.5791
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1F,0,23,3.4114
COc1ccccc1C(=O)N(NC(=O)c1ccccc1)C(C)(C)C,0,24,3.2809
Cc1ccccc1C(=O)N(NC(=O)c1ccccc1)C(C)(C)C,0,23,3.58072
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc([N+](=O)[O-])c1,0,25,3.1805
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccc(Br)cc1,0,23,4.0348
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1c(F)cccc1F,0,24,3.5505
COc1ccc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)cc1,0,24,3.2809
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1I,0,23,3.8769
CSc1ccccc1C(=O)N(NC(=O)c1ccccc1)C(C)(C)C,0,24,3.9942
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccc(Cl)cc1Cl,0,24,4.5791
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc(F)c1,0,23,3.4114
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1Br,0,23,4.0348
FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl,0,23,4.2432
CC(CC(=O)c1ccc(-c2ccc(F)cc2F)cc1)C(=O)O,0,22,3.9253
CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1,0,26,4.45154
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1c(F)c(F)c(F)c(F)c1F,0,27,3.9678
Cc1cccc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)c1,0,23,3.58072
Cc1cccc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)c1C,0,24,3.88914
Cc1ccc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)cc1C,0,24,3.88914
COc1cccc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)c1,0,24,3.2809
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccc(C#N)cc1,0,24,3.14398
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccc(C(F)(F)F)cc1,0,26,4.2911
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc(C(F)(F)F)c1,0,26,4.2911
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1C(F)(F)F,0,26,4.2911
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc(C#N)c1,0,24,3.14398
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1c(Cl)cccc1Cl,0,24,4.5791
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc(Cl)c1Cl,0,24,4.5791
Cc1cc(C)cc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)c1,0,24,3.88914
Cc1c(Cl)cccc1C(=O)N(NC(=O)c1ccccc1)C(C)(C)C,0,24,4.23412
Cc1ccc(C(=O)NN(C(=O)c2ccccc2Cl)C(C)(C)C)cc1,0,24,4.23412
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc(Br)c1,0,23,4.0348
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc(I)c1,0,23,3.8769
CCc1ccccc1C(=O)N(NC(=O)c1ccccc1)C(C)(C)C,0,24,3.8347
COc1ccc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)cc1OC,0,26,3.2895
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccc(I)cc1,0,23,3.8769
CCC(C(=O)Oc1ccccc1)C(C)C,0,15,3.2742
CCOC(C(=O)OCc1ccccc1)C(C)C,0,17,2.7909
CS(=O)CC(=O)CN=O,,9,-0.2996
CS(=O)(=O)CC(=O)CN=O,,10,-0.6335
CSCC(=O)CN=O,0.21,8,0.6849
CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CC=C(CO)CC21,0,28,6.22350000000001
CCCN(CCC)C1COc2c(O)cccc2C1,0,18,2.8177
COC(=O)c1ccccc1CS(N)(=O)=O,0.55,15,0.2617
CCCN1CCOC2c3cc(O)ccc3OCC21,0.01,18,1.9365
CCc1nc(S(=O)(=O)Nc2c(F)cccc2F)nn1-c1ccccc1,0,25,2.9087
Cc1ccc(Cl)c(NS(=O)(=O)c2nc(C)n(-c3ccccc3)n2)c1Cl,0,25,3.99174
CCc1ccc(-c2nc3ncccc3[nH]2)cc1,0,17,3.1873
CC(C)(C)c1ccc(-c2nc3ncccc3[nH]2)cc1,0,19,3.9224
Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)cc1,0,18,6.7459
Cc1sc(C(=O)Nc2nnn[nH]2)c(OC(C)C)c1Br,0,19,2.37162
CC(C)Oc1c(C(=O)Nc2nn[nH]n2)sc(Br)c1Br,0,19,2.8257
COc1sc(C(=O)Nc2nn[nH]n2)c(OC(C)C)c1Br,0.01,20,2.0718
CC(C)Oc1c(Br)c(Br)n(C)c1C(=O)Nc1nn[nH]n1,0.01,20,2.1027
NC(=O)NS(=O)(=O)c1cccnc1,,13,-0.5614
CCCCOC(=O)Nc1ccc(OCC)c(OCC)c1,0,20,3.8326
CCOc1ccc(NC(=O)OC2CCCC2)cc1OCC,0,21,3.9751
CCOc1ccccc1NC(=O)OC,0.01,14,2.2636
COC(=O)Nc1ccccc1C(F)(F)F,0,15,2.8837
COC(=O)Nc1cccc(I)c1,0,12,2.4695
CCc1cccc(NC(=O)OC)c1,0,13,2.4273
CCOc1cccc(NC(=O)OC)c1,0.01,14,2.2636
CCCCc1ccc(NC(=O)OC)cc1,0,15,3.2075
COP(=S)(OC)Oc1c(Cl)cccc1C#N,0,16,3.10778
CN(C)C(=O)COC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1NCc1ccco1,0.04,27,1.4375
O=C(O)CSC1=NS(=O)(=O)c2ccc(Cl)cc2N1,0.02,18,1.628
O=C(O)CSC1=NS(=O)(=O)c2cc(Cl)ccc2N1,0.02,18,1.628
O=C(O)CSC1=NS(=O)(=O)c2cc(Cl)cc(Cl)c2N1,0.01,19,2.2814
O=C(O)CSC1=NS(=O)(=O)c2ccc(Cl)c(Cl)c2N1,0.01,19,2.2814
O=C(O)CSC1=NS(=O)(=O)c2cc(Br)ccc2N1,0.02,18,1.7371
O=C(O)CSC1=NS(=O)(=O)c2cc(Br)cc(Br)c2N1,0,19,2.4996
Cc1ccc2c(c1)NC(SCC(=O)O)=NS2(=O)=O,0.05,18,1.28302
COc1ccc2c(c1)NC(SCC(=O)O)=NS2(=O)=O,0.1,19,0.9832
O=C(O)CSC1=NS(=O)(=O)c2ccc(C(F)(F)F)cc2N1,0.01,21,1.9934
O=C(O)CSC1=NS(=O)(=O)c2ccccc2N1,0.11,17,0.9746
O=C1C2C3C=CC(C4C=CC43)C2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,0.03,31,1.598
COCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1,0.06,22,1.2173
N#CC(CCc1ccc(Cl)cc1)(Cn1cncn1)c1ccccc1,0,24,4.02588
CC(CO)CC(F)(F)F,0.03,9,1.5672
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(N)=O,0.03,33,1.598
COC(=O)CCC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,0.01,34,2.2857
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCCCCC(N)=O,0,36,2.7683
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCCCCO,0,34,2.8852
COC(=O)CCCCCC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,0,37,3.456
CN(C)C(=O)COC(=O)c1ccccc1O,0.23,16,0.6372
CN(CCO)C(=O)COC(=O)c1ccccc1O,,18,-0.000300000000000744
NC1CC(CO)N(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,0.01,31,2.0045
CC1CC(N)CN1c1cc2c(cc1F)c(=O)c(C(=O)O)cn2-c1ccc(F)cc1F,0,30,3.0321
CC1CC(N)CN1c1nc2c(cc1F)c(=O)c(C(=O)O)cn2-c1ccc(F)cc1F,0,30,2.4271
CCCCCCC(C)(C)c1ccc(C2CCCC(O)C2)c(O)c1,0,23,5.65870000000001
N=[N+]=NC1CC(n2cnc3c(N)nc(N)nc32)OC1CO,,21,-0.81053
Nc1nc(N)c2ncn(C3CC(F)C(CO)O3)c2n1,,19,-0.3914
Cc1ssc(=S)c1Cc1ccccc1,0,14,4.43831
N#CN=[N+]([O-])c1cccc(F)c1,0.01,12,1.90078
N#CN=[N+]([O-])c1ccc(F)cc1,0.01,12,1.90078
N#CN=[N+]([O-])c1ccc(C(F)(F)F)cc1,0,15,2.78048
N#CN=[N+]([O-])c1cccc(C(F)(F)F)c1,0,15,2.78048
N#CN=[N+]([O-])c1cccc(C#N)c1,0.02,13,1.63336
N#CN=[N+]([O-])c1ccc(C#N)cc1,0.02,13,1.63336
CCCSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,,25,-0.288679999999999
CC(C(N)=O)n1nnc2ccccc21,0.33,14,0.4776
CCCCC(C(=O)OCC)n1nnc2ccccc21,0,19,2.7257
CCC(C(N)=O)n1nnc2ccccc21,0.14,15,0.8677
CCC(C(N)=O)n1nc2ccccc2n1,0.14,15,0.8677
CC(C)(C(N)=O)n1nnc2ccccc21,0.22,15,0.6517
CCOC(=O)C(CC)n1nnc2ccccc21,0.01,17,1.9455
CCOC(=O)C(CC)n1nc2ccccc2n1,0.01,17,1.9455
CCCCC(C(N)=O)n1nnc2ccccc21,0.02,17,1.6479
CCCC(C(=O)OCC)n1nc2ccccc2n1,0,18,2.3356
CCCC(C(N)=O)n1nc2ccccc2n1,0.06,16,1.2578
CC(C)(C(N)=O)n1nc2ccccc2n1,0.22,15,0.6517
CCCC(C(=O)OCC)n1nnc2ccccc21,0,18,2.3356
CCCCC(C(=O)OCC)n1nc2ccccc2n1,0,19,2.7257
CC(C(N)=O)n1nc2ccccc2n1,0.33,14,0.477599999999999
CCCC(C(N)=O)n1nnc2ccccc21,0.06,16,1.2578
CCCCC(C(N)=O)n1nc2ccccc2n1,0.02,17,1.6479
CC(CCC(=O)O)n1nnc2ccccc21,0.01,16,1.8571
CCOC(=O)CCC(C)n1nnc2ccccc21,0,18,2.3356
CC(CCC(=O)O)n1nc2ccccc2n1,0.01,16,1.8571
CC(CCC(N)=O)n1nc2ccccc2n1,0.06,16,1.2578
Cc1c(N)no[n+]1[O-],,8,-0.80138
CC(O)CN(CC(C)O)C(=O)COC(=O)c1ccccc1,0.37,21,0.4336
COCCN(CCOC)C(=O)COC(=O)c1ccccc1,0.11,21,0.9648
O=C(OCC(=O)N1CCC1)c1ccccc1,0.08,16,1.0757
O=C(OCC(=O)N1CCCCCC1)c1ccccc1,0.01,19,2.246
CCC1CCCCN1C(=O)COC(=O)c1ccccc1,0,20,2.6345
CC1CCCC(C)N1C(=O)COC(=O)c1ccccc1,0,20,2.6329
O=C(OCC(=O)N1CCC(O)CC1)c1ccccc1,0.15,19,0.826699999999999
O=C(OCC(=O)N1CCC1C(=O)O)c1ccccc1,0.3,19,0.528899999999999
O=C(OCC(=O)N1CCCC1C(=O)O)c1ccccc1,0.12,20,0.918999999999999
COC(=O)C1CCCN1C(=O)COC(=O)c1ccccc1,0.1,21,1.0074
CN(C)C(=O)CCOC(=O)c1ccccc1,0.05,16,1.3217
CN(C)C(=O)CCCOC(=O)c1ccccc1,0.02,17,1.7118
CCN(CC)C(=O)C(C)OC(=O)c1ccccc1,0.01,18,2.1003
CC(=O)N(C)C(=O)COC(=O)c1ccccc1,0.14,17,0.8483
CC(C)NC(=O)COC(=O)c1ccccc1,0.04,16,1.368
CCCCNC(=O)COC(=O)c1ccccc1,0.02,17,1.7597
CCCCCCNC(=O)COC(=O)c1ccccc1,0,19,2.5399
CC(NC(=O)COC(=O)c1ccccc1)C(N)=O,,18,-0.1666
O=C(COC(=O)c1ccccc1)NC(CO)(CO)CO,,20,-1.3247
CCN(C)C(=O)COC(=O)c1ccccc1,0.05,16,1.3217
CC(C)CN(CC(C)C)C(=O)COC(=O)c1ccccc1,0,21,2.984
Fc1ccc(Cn2cncn2)cc1,0.03,13,1.4655
COc1ccc(Cn2cncn2)cc1,0.05,14,1.335
CCCCc1ccc(Cn2cncn2)cc1,0,16,2.669
FC(F)(F)c1cccc(Cn2cncn2)c1,0,16,2.3452
Clc1ccc(Cn2cncn2)cc1Cl,0,14,2.6332
O=c1[nH]c(=O)n(C2CC(F)C(CO)O2)cc1Br,,17,-0.0830000000000001
Clc1ccc(Cc2nc3cc(Cl)ccc3[nH]2)cc1,0,18,4.4605
COCCNC(=O)COc1ccc(OCCNCC(O)COc2ccccc2)cc1,0.06,30,1.2363
Nc1nc(=O)c2[nH]c(N)c(Cc3ccsc3)c2[nH]1,0.09,18,1.0679
Nc1nc(=O)c2[nH]c(N)c(Cc3cccs3)c2[nH]1,0.09,18,1.0679
CCc1c(O)c(=O)ccn1C,0.22,11,0.6533
CCCn1ccc(=O)c(O)c1CC,0.03,13,1.5263
CCc1c(O)c(=O)ccn1CC,0.07,12,1.1362
CCCN1CCOC2c3cccc(O)c3OCC21,0.01,18,1.9365
CCCN(CCC)C1CCOc2ccc(O)cc21,0,18,3.3378
CCCN(CCC)C1COc2ccc(O)cc2C1,0,18,2.8177
CC(C)(C)n1cc(C(=O)O)c(=O)c2cc(F)c(N3CC4CC3CN4)nc21,0.03,26,1.5393
CCCCCCN1CC(C(=O)O)CC1=O,0.03,15,1.4998
Clc1ccc(C2(Cn3cncn3)CC(Br)CO2)c(Cl)c1,0,20,3.6642
CC(=O)C(=Cc1cc(O)c(O)c([N+](=O)[O-])c1)C(C)=O,0.03,19,1.5674
COC(=O)c1c(C)[nH]c(-c2ncccc2Cl)c1C(=O)OC,0,21,2.61172
COC(=O)c1c(C)[nH]c(-c2ccc(Cl)cn2)c1C(=O)OC,0,21,2.61172
COC(=O)c1c(C)[nH]c(-c2cc(Cl)ccn2)c1C(=O)OC,0,21,2.61172
CCCCn1cccc(O)c1=O,0.04,12,1.354
CCN(CC)C(=O)COC(=O)c1ccccc1OC(C)=O,0.02,21,1.6371
CCCN(CCC)C(=O)COC(=O)c1ccccc1OC(C)=O,0,23,2.4173
CC(=O)Oc1ccccc1C(=O)OCC(=O)N(C(C)C)C(C)C,0,23,2.4141
CCOC(=O)CN(C)C(=O)COC(=O)c1ccccc1OC(C)=O,0.16,24,0.790199999999999
CC(=O)Oc1ccccc1C(=O)OCC(=O)N(C)CC(N)=O,,22,-0.2876
CC(=O)Oc1ccccc1C(=O)OCC(=O)N1CCOCC1,0.24,22,0.6275
CCCC(=NOCC)C1C(=O)CC(C)(C2CC2)OC1=O,0,20,2.4799
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(OC(F)(F)C(F)OC(F)(F)F)c(Cl)c1,0,32,5.3837
COc1ccc2[nH]c3c4ccc(Cl)cc4ncc3c2c1,0,20,4.5313
Clc1ccc(Oc2c(Cl)ccc(Cl)c2Cl)c(Cl)c1,0,18,6.7459
CN(C)C(=O)Nc1ccc(Oc2nnnn2C2CCCCC2)cc1,0,24,3.0641
CCCCCCCCn1nnnc1Oc1ccc(NC(=O)N(C)C)cc1,0,26,3.9194
CN(C)C(=O)Nc1ccc(Oc2nnnn2Cc2ccccc2)cc1,0,25,2.6072
CCOC(=O)Cn1nnnc1Oc1ccc(NC(=O)N(C)C)cc1,0.08,24,1.122
C#CCn1nnnc1Oc1ccc(NC(=O)N(C)C)cc1,0.06,21,1.1921
CCn1nnnc1Oc1ccc(NC(=O)N(C)C)cc1Cl,0.01,21,2.2322
CN(C)C(=O)Nc1ccc(Oc2nnn(C)n2)cc1,0.08,19,1.0959
CCn1nnc(Oc2ccc(NC(=O)N(C)C)cc2)n1,0.03,20,1.5788
CC(C)n1nnc(Oc2ccc(NC(=O)N(C)C)cc2)n1,0.01,21,2.1398
CN(C)C(=O)Nc1ccc(Oc2nnn(C(C)(C)C)n2)cc1,0,22,2.3139
CN(C)C(=O)Nc1ccc(Oc2nnn(C3CCCCC3)n2)cc1,0,24,3.0641
CCCCCCCCn1nnc(Oc2ccc(NC(=O)N(C)C)cc2)n1,0,26,3.9194
C=CCn1nnc(Oc2ccc(NC(=O)N(C)C)cc2)n1,0.02,21,1.7449
CN(C)C(=O)Nc1ccc(Oc2nnn(Cc3ccccc3)n2)cc1,0,25,2.6072
CN(C)C(=O)Nc1ccc(Oc2nnn(CCC#N)n2)cc1,0.03,22,1.47258
CCn1nnc(Oc2ccc(NC(=O)N(C)C)cc2Cl)n1,0.01,21,2.2322
C#CCn1nnc(Oc2ccc(NC(=O)N(C)C)cc2)n1,0.06,21,1.1921
COC(=O)CSc1cc(N=c2sc(=O)n3n2CCCC3)c(F)cc1Cl,0,25,2.7951
CC(=O)OCN1C(=O)C=C(C)C1=O,,13,-0.1779
CC(=O)OCN1C(=O)C(C)=C(C)C1=O,0.61,14,0.2122
CC(=O)OCN1Cc2ccccc2C1=O,0.07,15,1.163
N#CN=[N+]([O-])c1cccc2ccccc12,0,15,2.91488
N#CN=[N+]([O-])c1ccnc2ccccc12,0,15,2.30988
N#CN=[N+]([O-])c1cc[n+]([O-])c2ccccc12,0.03,16,1.54828
N#CN=[N+]([O-])c1cc[n+]([O-])cc1,0.4,12,0.39508
N#CN=[N+]([O-])c1cnccn1,0.28,11,0.55168
CC(=O)OCN1C(=O)C2CC=CCC2C1=O,0.35,16,0.4582
O=c1nc[nH]c2c1ncn2C1OC(CO)CC1F,,18,-0.2625
N#CN=[N+]([O-])c1ncccn1,0.28,11,0.55168
CC1=C(C)C(=O)C(Cc2cccnc2)=C(C)C1=O,0,18,2.4288
Cc1cc(=O)[nH]nc1C=Cc1ccc(-n2cnc3c2CCCC3)cc1,0,25,3.31322
CC(=O)Nc1ccc(C=Cc2n[nH]c(=O)cc2C)cc1,0.01,20,2.20712
COC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C2=NCCS2)c1CC(C)C,0,26,4.5165
COc1cnc(OC)cn1,0.32,10,0.4938
COc1ccc(Cc2nc3cc([N+](=O)[O-])ccc3[nH]2)cc1,0,21,3.0705
CCCn1c(=O)n(C)c(=O)c2nc[nH]c21,,15,-0.1667
COCCn1ccc(=O)c(O)c1C,0.31,13,0.50872
CCOCCCn1ccc(=O)c(O)c1C,0.05,15,1.28892
CCCCCC(O)c1ccc(O)c(O)c1,0,15,2.7115
O=C(C=Cc1ccc(O)c(O)c1)CCCCCO,0.01,18,2.2328
CCNC(=O)COC(=O)c1ccccc1OC(C)=O,0.12,19,0.9048
CC(=O)Oc1ccccc1C(=O)OCC(=O)NCC(N)=O,,21,-0.629799999999999
CC(=O)Oc1ccccc1C(=O)OCC(=O)N(C)C,0.14,19,0.8569
CCCC(=O)OCOC(=O)c1ccccc1OC(C)=O,0.01,20,2.0695
CC(=O)Oc1ccccc1C(=O)OCCN(C)C(C)=O,0.06,20,1.247
CN(C)C(=O)Nc1ccc(Oc2nnnn2C(C)(C)C)c(Cl)c1,0,23,2.9673
CN(C)C(=O)Nc1ccc(Oc2nnnn2C(C)(C)C)cc1,0,22,2.3139
COc1cc(Cl)c(Nc2ccccc2CC(=O)O)c(Cl)c1,0,21,4.3727
OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,0,29,2.3636
Cc1no[n+]([O-])c1N,,8,-0.80138
CC(C)(C)C1(Cl)C(=O)NC(=O)NC1=O,0.42,14,0.3761
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1c(F)c(F)cc(F)c1F,0,23,4.8774
COc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1,0.02,19,1.6351
NS(=O)(=O)c1cc(C(=O)c2ccc(O)cc2)cs1,0.05,18,1.3321
COc1ccc(C(=O)c2coc(S(N)(=O)=O)c2)cc1,0.07,19,1.1666
O=C1CC(Oc2cccc(C(=O)OCc3ccccc3)c2)N1,0.01,22,2.2684
O=C1CC(Oc2cccc3ccccc23)N1,0.01,16,2.0646
O=C1CC(Oc2ccc(-c3ccccc3)cc2)N1,0,18,2.5784
O=C1CC(Oc2ccc(C(=O)c3ccccc3)cc2)N1,0.01,20,2.1424
O=C1CC(Oc2ccc(C(=O)C=Cc3ccccc3)cc2)N1,0,22,2.8075
O=C1CC(Oc2ccc(C(=O)CCc3ccccc3)cc2)N1,0,22,2.7269
O=C1CC(Oc2ccccc2C(=O)c2ccccc2)N1,0.01,20,2.1424
O=C1CC(Sc2ccc3ccccc3c2)N1,0,16,2.7779
O=C1CC(Sc2ccccn2)N1,0.1,12,1.0197
CCOC(=O)CN1C(=O)CC1Oc1ccc2ccccc2c1,0,22,2.3401
CC(C)(C)OC(=O)CN1C(=O)CC1Oc1ccc2ccccc2c1,0,24,3.1187
CCOC(=O)CN1C(=O)CC1Oc1ccc(C(=O)c2ccccc2)cc1,0,26,2.4179
CCOC(=O)CN1C(=O)CC1Oc1ccc(C(=O)C=Cc2ccccc2)cc1,0,28,3.083
CCOC(=O)CN1C(=O)CC1Sc1ccc2ccccc2c1,0,22,3.0534
Cc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1,0.01,18,1.93492
CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl,0,23,3.8634
CCCCCSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,0.32,27,0.491520000000001
CCSCS(=O)CC(C)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,0.45,23,0.34882
CC(=O)Nc1c(C)cc(Br)cc1C,0,13,3.02434
CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,0,27,4.6655
Nc1ccn(C2OC(CO)CC2F)c(=O)n1,,16,-0.5566
Nc1nc(N)c2c(F)cccc2n1,0.12,13,0.9333
Nc1nc(N)c2c(Br)cccc2n1,0.03,13,1.5567
Nc1nc(N)c2c(I)cccc2n1,0.04,13,1.3988
CSc1cccc2nc(N)nc(N)c12,0.03,14,1.5161
CCOc1cccc2nc(N)nc(N)c12,0.06,15,1.1929
CN(C)c1cccc2nc(N)nc(N)c12,0.14,15,0.8602
N=[N+]=NC1C(CO)OC(n2cnc3c(N)ncnc32)C1N=[N+]=N,,23,-0.86386
O=c1[nH]c(=O)n(C2CC(F)C(CO)O2)cc1Cl,,17,-0.1921
O=c1[nH]c(=O)n(C2CC(F)C(CO)O2)cc1I,,17,-0.2409
Nc1ccc(Cc2nc3cc(Cl)ccc3[nH]2)cc1,0,18,3.3893
COc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1,0.06,20,1.2369
CC(Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1)C(=O)OCC1CCCO1,0,30,4.565
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,0,26,4.27918
CCNc1ncc(-c2ccncc2)cc1C#N,0,17,2.44708
C=CCNc1ncc(-c2ccncc2)cc1C#N,0,18,2.61318
N#Cc1cc(-c2ccncc2)cnc1N1CCCC1,0,19,2.61548
COCCCNc1ncc(-c2ccncc2)cc1C#N,0,20,2.46368
COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2c(-c3nnn(C)n3)cnn2C)n1,,29,-1.0718
NC1=NCC(CN2CCN(c3ccccn3)CC2)O1,,19,-0.0829000000000004
NC1=NCC(CN2CCN(c3cccc(Cl)c3)CC2)O1,0.07,20,1.1755
NC1=NCC(CN2CCN(c3cccc(C(F)(F)F)c3)CC2)O1,0.03,23,1.5409
NC1=NCC(CN2CCN(c3ccc(F)cc3)CC2)O1,0.22,20,0.661199999999999
Cc1cccc(N2CCN(CC3CN=C(N)O3)CC2)c1C,0.07,21,1.13894
NC1=NCC(CN2CCN(c3ncccn3)CC2)O1,,19,-0.6879
COc1cc(S(C)=O)ccc1-c1nc2nnccc2[nH]1,0.02,20,1.7659
COc1cc(S(C)=O)ccc1-c1nc2cnncc2[nH]1,0.02,20,1.7659
COc1cc(S(C)=O)ccc1-c1nc2nccnc2[nH]1,0.02,20,1.7659
COc1ccc(-c2cc3cnccc3[nH]2)c(OC)c1,0,19,3.2471
CN(C)C(N(C)C)=S(I)c1cccc(Cl)c1Cl,0,17,4.1818
CN(C)C(N(C)C)=S(I)c1c(Cl)cccc1Cl,0,17,4.1818
CN(C)C(N(C)C)=S(I)c1ccc(Cl)c(Cl)c1Cl,0,18,4.8352
CN(C)C(N(C)C)=S(I)c1c(Cl)cc(Cl)cc1Cl,0,18,4.8352
CN(C)C(N(C)C)=S(I)c1cc(Cl)c(Cl)c(Cl)c1,0,18,4.8352
CN(C)C(N(C)C)=S(I)c1ccc(O)cc1,0,16,2.5806
CC(=O)c1ccccc1S(I)=C(N(C)C)N(C)C,0,18,3.0776
CC(=O)c1cccc(S(I)=C(N(C)C)N(C)C)c1,0,18,3.0776
CN(C)C(N(C)C)=S(I)c1ccccc1C(=O)O,0,18,2.5732
CN(C)C(N(C)C)=S(I)c1ccc(C(=O)O)cc1,0,18,2.5732
COC(=O)c1ccccc1S(I)=C(N(C)C)N(C)C,0,19,2.6616
COC(=O)c1cccc(S(I)=C(N(C)C)N(C)C)c1,0,19,2.6616
CN(C)C(N(C)C)=S(I)c1cccc(C#N)c1,0,17,2.74668
CC(=O)Nc1ccc(S(I)=C(N(C)C)N(C)C)cc1,0,19,2.8334
CNS(=O)(=O)c1ccc(S(I)=C(N(C)C)N(C)C)cc1,0.02,20,1.7831
CN(C)C(N(C)C)=S(I)c1ccc(S(=O)(=O)N(C)C)cc1,0.01,21,2.1253
CN(C)C(N(C)C)=S(I)c1ccc(Cl)cc1Cl,0,17,4.1818
CN(C)C(N(C)C)=S(I)c1cc(Cl)cc(Cl)c1,0,17,4.1818
OC(CN1C2CCCCC21)Cn1ccnc1,0.13,16,0.8708
OC(CN1C2CCCC21)Cn1ccnc1,0.33,15,0.480699999999999
CC1CCCC2C1N2CC(O)Cn1ccnc1,0.08,17,1.1168
OC(CN1C2CCCCCC21)Cn1ccnc1,0.05,17,1.2609
OC(CN1C2CCOCC21)Cn1ccnc1,,16,-0.2829
O=C(NC12CC3CC(CC(C3)C1)C2)C(O)c1ccccc1,0,21,2.805
CCC(=O)OC(C(=O)NC12CC3CC(CC(C3)C1)C2)c1ccccc1,0,25,3.7659
CC(=O)OC(C(=O)ON=C(C)C12CC3CC(CC(C3)C1)C2)c1ccccc1,0,27,4.4263
CCCCOc1ccc([N+](=O)[O-])cc1NC(C)=O,0,18,2.7321
CCCNC(=O)c1ccc[nH]1,0.07,11,1.1545
CC(=O)Nc1ncc2ncn(COCCOC(C)=O)c2n1,0.48,21,0.3219
CCNC(=O)C(NC(=O)CNC(=O)c1ccccc1)C(C)C,0.2,22,0.6933
CCNC(=O)CNC(=O)c1ccccc1,0.28,15,0.552499999999999
OCC1CCC(n2cnc3c(Cl)ncnc32)O1,0.07,17,1.1496
