SMILES,pIC50,num_atoms,logP
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCCC2CN2CCCC2)CC1,7.39,32,2.7945
CN1CCC(c2ccc(Nc3nc4c(NCc5cccnc5N(C)S(C)(=O)=O)cccn4n3)cc2)CC1,7.39,37,3.685
NC(=O)c1ccc(N2CCC(Nc3c(C(N)=O)cnc4[nH]ccc34)CC2)nc1,7.39,28,1.2366
N#Cc1cnc(N2CCC(Nc3c(C(N)=O)cnc4[nH]ccc34)CC2)cn1,7.39,27,1.40438
Cc1ccc(C)c(-c2nn(C)cc2NC(=O)c2cnn3ccc(N)nc23)c1,7.39,27,2.58114
CC(C)(CO)NC1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1,7.39,30,2.97288
N#CC1CC(NCC(F)F)CCC1n1cc(C(N)=O)c(Nc2ccc(F)c(Cl)c2)n1,7.39,30,3.60618
N#CC1CC(N2CCC2)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,7.39,28,3.31808
N#Cc1ncc(Nc2nn(C3CCCCC3C#N)cc2C(N)=O)cc1F,7.4,26,2.38626
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CC(O)C(O)C2)CC1,7.4,28,0.2717
Cc1ccc(NC(=O)N2CCCCC2)cc1N1CCc2nc(Nc3ccc(OCCN4CCCC4)cc3)ncc2C1,7.4,41,5.58372000000001
Cc1ccc(NC(=O)CCC(F)(F)F)cc1N1CCc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2C1,7.4,40,5.12412
CN1CCC(c2ccc(Nc3nc4c(Nc5ccccc5CS(C)(=O)=O)cccn4n3)cc2)CC1,7.4,35,4.5703
CN1CCN(c2ccc(C(=O)Nc3[nH]nc4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,7.4,41,5.02690000000001
CC1(C)CN(C2CCC(n3cc(C(N)=O)c(Nc4ccccc4)n3)C(C#N)C2)C1,7.4,29,3.30078
N#CC1CC(N2CCC2)CCC1n1cc(C(N)=O)c(Nc2ccc(OC(F)(F)F)cc2)n1,7.4,32,3.56328
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(C)(O)C2)CC1,7.41,28,1.691
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC2)CC1,7.41,25,1.94
COc1ccccc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)CC4)nc12,7.41,35,3.6373
CC1(C)CN(C2CCC(n3cc(C(N)=O)c(Nc4ccc(C(F)(F)F)cc4)n3)C(C#N)C2)C1,7.41,33,4.31958
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2cncc(Cl)c2)n1,7.41,24,3.02888
N#CC1CC(N2CCC2)CCC1n1cc(C(N)=O)c(Nc2ccccc2)n1,7.41,27,2.66468
N#CC1CC(NC(C2CC2)C2CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,7.41,38,4.03068
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(OC(F)F)nc2)n1,7.41,27,2.97688
CC1CCC(C#N)C(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,7.42,24,3.22648
CC(NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,7.42,34,1.48356
COc1ccccc1-c1cccn2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc12,7.42,31,3.9003
CN1CCC(c2ccc(Nc3nc4c(NCc5ccccc5N(C)S(C)(=O)=O)cccn4n3)cc2)CC1,7.42,37,4.29
CC(C)(NC1CCC(n2cc(C(N)=O)c(Nc3ccccc3)n2)C(C#N)C1)C1CC1,7.42,30,3.73718
CN1CCN(c2ccc(Nc3nccc(-c4cc5c(o4)CCN(S(C)(=O)=O)C5)n3)cc2)CC1,7.42,33,2.5497
N#CC1CC(C(=O)NCC(F)(F)F)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,7.42,32,3.53848
CN(C1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1)C(C)(C)C1CC1,7.42,32,4.73278
Cc1cncc(Nc2nn(C3CCCCC3C#N)cc2C(N)=O)c1,7.43,24,2.6839
N#CC1CC(N2CCC2)CCC1n1cc(C(N)=O)c(Nc2ccnc(F)c2)n1,7.43,28,2.19878
COc1cc(Nc2nc(NC(C)c3ncc(F)cn3)c(F)c(N3CCOCC3)n2)[nH]n1,7.43,31,2.0298
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(c3ccccc3F)C2)CC1,7.43,33,3.8629
COc1cc(Cl)ccc1-c1cccn2nc(Nc3ccc(C4CCN(CC(=O)N(C)C)CC4)cc3)nc12,7.43,37,5.06950000000001
N#CC1CC(N2CC3(CCC3)C2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(O)C(F)(F)F)cc2)n1,7.43,36,4.04058
N#CC1CC(N2CC3(CCC3)C2)CCC1n1cc(C(N)=O)c(Nc2ccnc(F)c2)n1,7.44,31,2.97898
[C-]#[N+]C1CCCCC1n1cc(C(N)=O)c(Nc2ccccc2)n1,7.44,23,3.12859
N#Cc1ccc(Nc2nn(C3CCCCC3C#N)cc2C(N)=O)cc1,7.44,25,2.85216
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(F)C2)CC1,7.44,27,2.2781
Cc1ccc(NC(=O)c2cc(Cl)cc(C(F)(F)F)c2)cc1N1CCc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2C1=O,7.44,46,6.40782000000001
CN(c1ncccc1CNc1cccn2nc(Nc3ccc(N4CCN(CCO)CC4)cc3)nc12)S(C)(=O)=O,7.44,39,1.9901
CNC1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1,7.44,26,2.83178
CC(C)(O)C1CN(C2CCC(n3cc(C(N)=O)c(Nc4ccc(Cl)cc4)n3)C(C#N)C2)C1,7.44,32,3.31508
N#CC1CC(NC2(C(F)(F)F)CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,7.44,32,4.29688
Cc1cccc(Nc2sc(-c3ccccc3F)cc2C(N)=O)n1,7.44,23,4.10012
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2cccnc2)n1,7.44,23,2.37548
CCN(CC)C(=O)COC1CCN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)C1,7.45,35,2.1936
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(O)(c3ccccn3)C2)CC1,7.45,33,2.2228
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CC(c3cccnc3)C2)CC1,7.45,31,2.7287
CN1CCN(c2ccc(Nc3nc4c(NCc5ccccc5CN(C)S(C)(=O)=O)cccn4n3)cc2)CC1,7.45,38,3.2282
CCOC(=O)c1c[nH]c2ncnc(-c3ccc4c(c3)CCN4)c12,7.46,23,2.7696
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CC(F)C(F)C2)CC1,7.46,28,2.2261
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CC(O)C2)CC1,7.46,26,0.910799999999999
Cc1ccc(Cl)cc1-c1nn(C)cc1NC(=O)c1cnn2cccnc12,7.46,26,3.34392
CC1(CNC2CCC(n3cc(C(N)=O)c(Nc4ccc(C(F)(F)F)cc4)n3)C(C#N)C2)COC1,7.46,34,3.60388
N#CC1CC(NCC(F)F)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)c(F)c2)n1,7.46,30,3.60618
CNC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cc(Cl)ccc1C,7.46,24,3.04232
N#CC1CC(N)CCC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,7.46,25,2.05678
COCCNC1CCC(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)C(C#N)C1,7.46,35,2.48848
CNC1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)c(F)c3)n2)C(C#N)C1,7.46,27,2.97088
C[N+]1(C2CCC(n3cc(C(N)=O)c(Nc4ccc(Cl)cc4)n3)C(C#N)C2)CCC1,7.46,29,3.46268
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(O)CC2)CC1,7.47,28,1.691
CN(c1cccc(-c2cccn3nc(Nc4ccc(OCCN5CCCC5)cc4)nc23)c1)S(C)(=O)=O,7.47,36,4.0103
COc1cc(C(F)F)ccc1-c1cccn2nc(Nc3ccc(C4CCN(CC(=O)N(C)C)CC4)cc3)nc12,7.47,39,5.35370000000001
COc1cccc(-c2cc(C(N)=O)c3nc4cc[nH]cc-4c3c2)c1,7.47,24,3.4422
CC1(C)CCN1C1CCC(n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)cc3)n2)C(C#N)C1,7.47,33,4.46208
N#CC1CC(NCC(F)(F)F)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,7.47,30,3.76428
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(F)c(F)c2)n1,7.47,25,3.25868
CC1(C)C[N+](C)(C2CCC(n3cc(C(N)=O)c(Nc4ccc(Cl)cc4)n3)C(C#N)C2)C1,7.47,31,4.09878
NC(=O)c1cc(-c2ccccc2F)sc1Nc1cccc(CN2CCOCC2)n1,7.47,29,3.6239
[C-]#[N+]C1CC([N+]2(C)CCC2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,7.48,32,3.97619
CC(Nc1nc(Nc2cn(C)cn2)c2cccnc2n1)c1ncc(F)cn1,7.48,27,2.6041
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCCC(Cc3ccccn3)C2)CC1,7.48,34,3.584
CN(c1ncccc1Nc1cccn2nc(Nc3ccc(OCCN4CCCC4)cc3)nc12)S(C)(=O)=O,7.48,37,3.4819
CCOc1ccc(Cl)cc1-c1cccn2nc(Nc3ccc4c(c3)CCNCC4)nc12,7.48,31,4.88020000000001
CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3nc(C)n(C)n3)nc21,7.48,32,2.89042
N#CC1CC(O)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)F)nc2)n1,7.48,27,2.28388
N#CC1CC(OCC2CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,7.48,29,3.52468
N#CC1CC(NCC(F)F)CCC1n1cc(C(N)=O)c(Nc2ccnc(F)c2)n1,7.48,29,2.34778
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)Nc3ccc4cccnc4c3)cc2)n1,7.48,37,4.32948
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(O)C(O)C2)CC1,7.49,29,0.661799999999999
CC1CN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)CC1S(C)(=O)=O,7.49,31,1.5992
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(COCc3cccnc3)C2)CC1,7.49,35,3.168
COC(=O)NC1CN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)C1,7.49,30,1.2745
CC1CC(CS(=O)(=O)N2CCC(CO)CC2)CCC1N(C)c1[nH]cnc2nccc1-2,7.49,30,2.1846
COc1ccc(Nc2nc3c(-c4cn[nH]c4)cccn3n2)cc1,7.49,23,2.8716
CN1CCN(c2ccc(Nc3nc4c(C=Cc5ccccc5N(C)S(C)(=O)=O)cccn4n3)cc2)CC1,7.49,37,3.7909
CC(C)COc1cccc(-c2cccn3nc(Nc4ccc5c(c4)CCNCC5)nc23)c1,7.49,32,4.8629
COc1ccccc1CNc1cccn2nc(Nc3cccnc3)nc12,7.49,26,3.4886
CC(C)C(C)NC(=O)c1c[nH]c2ncc(C3CC3)nc12,7.49,20,2.6096
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccccc3)n2)C(C#N)C1,7.5,26,2.52058
COC1CN(C2CCC(n3cc(C(N)=O)c(Nc4ccc(C(F)(F)F)cc4)n3)C(C#N)C2)C1,7.5,33,3.30838
N#CC1CC(OCC2CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(O)C(F)(F)F)cc2)n1,7.5,34,3.98128
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(O)C(O)C2)CC1,7.5,29,0.661799999999999
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCCC(COc3ccc(F)cc3)C2)CC1,7.5,36,4.1644
CNC(=O)c1ccc(Nc2ncc3c(n2)CCN(c2cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc2C)C3)cn1,7.5,41,5.11702
CN1CCN(c2ccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cc(F)cn4n3)cc2)CC1,7.5,34,3.4343
COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc12,7.5,35,4.91910000000001
C=CC(=O)Nc1cccc(CNc2nc(Nc3cnn(CCO)c3)ncc2Cl)c1,7.5,29,2.799
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(OC(F)F)cc3)n2)C(C#N)C1,7.5,30,3.12198
CNC(=O)c1cnc(N)c2cc(-c3ccc(N4CCOCC4)cc3)sc12,7.51,26,2.7417
O=C(O)c1ccc(Nc2nc3c(-c4cnn(C5CCCCC5)c4)cccn3n2)cc1,7.51,30,4.5398
CC1(O)CCC(Nc2c(C(N)=O)cnn3cccc23)C1(C)C,7.51,22,1.7847
CC1(C#N)CCCC1Nc1c(C(N)=O)cnn2cccc12,7.51,21,1.92748
CN(CCC(F)(F)F)C1CCC(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)C(C#N)C1,7.51,38,4.13668
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3)cc2)n1,7.51,37,4.80008
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccnc(Cl)c2)n1,7.51,24,3.02888
N#CC1CC(NCC(F)(F)F)CCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,7.51,36,3.40438
CN(C)C(=O)CN1CCc2ccc(Nc3nc4c(-c5cccc6c5OC(F)(F)O6)cccn4n3)cc2CC1,7.52,38,3.9502
COc1cccc(-c2cccn3nc(Nc4ccc(C5CCNCC5)cc4)nc23)c1F,7.52,31,4.7546
CN1CCN(c2cncc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)n2)CC1,7.52,33,2.0852
c1cc2c(ncc3onc(C4CCCCC4)c32)[nH]1,7.52,18,3.7518
CC1CCCCC1Nc1c(C(N)=O)cnc2[nH]ccc12,7.52,20,2.6524
CC(Nc1c(C(N)=O)cnn2cccc12)C(C)(C)C,7.52,19,2.2797
O=C(CCCCCCC(=O)Nc1ccc(NCCOc2ccc3cc2COCC=CCOCc2cccc(c2)-c2ccnc(n2)N3)cc1)NO,7.52,50,6.76560000000001
N#CC1CC(N2CC(F)C2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,7.52,32,3.63148
N#CC1CC(NC2(O)CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,7.52,29,2.68438
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(OCC(=O)N3CCCC3)C2)CC1,7.53,35,1.9476
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCSC2)CC1,7.53,26,2.2406
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(Cc3cnccn3)C2)CC1,7.54,33,2.5889
CN1CCN(c2cccc(Nc3nc4c(Nc5ccccc5S(C)(=O)=O)cccn4n3)c2)CC1,7.54,34,3.3718
CN1CCN(c2ccc(Nc3nc4c(NCc5ccccc5N(C)S(C)(=O)=O)cccn4n3)cc2)CC1,7.54,37,3.2326
COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3cccc(C4CCNCC4)c3)nc12,7.54,34,5.63430000000001
COc1cccc(-c2cc(C(N)=O)c3[nH]c4cccnc4c3c2)c1,7.54,24,3.4906
CC(Nc1cc(-c2ccoc2)nc(-n2cnc3ccc(C#N)cc32)n1)c1ccccc1,7.54,31,5.12028
CN(CC(F)F)C1CCC(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)C(C#N)C1,7.54,36,3.44938
N#CC1CC(N2CCCC2CF)CCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,7.55,37,3.68638
N#Cc1ccc2ncn(-c3ncc4[nH]c(=O)n(Cc5c(F)cccc5F)c4n3)c2c1,7.55,30,2.65668
CC(Nc1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1)c1ccc(F)cc1,7.55,30,4.7827
CC(NC(=O)c1c[nH]c2ncc(-c3nn(C)c4ccc(Cl)cc34)nc12)C(=O)N1CC(C#N)C1,7.55,33,2.26528
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1N1CCc2nc(Nc3cccc(CN4CCN(C)CC4)c3)ncc2C1,7.55,45,6.10982000000001
N#CC1CC(C(=O)N2CC(F)(F)C2)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,7.55,32,3.33748
N#CC1CC(O)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)c(F)c2)n1,7.55,29,3.10918
N#CC1CC(F)CCC1n1cc(C(N)=O)c(Nc2ccccc2)n1,7.55,24,2.92848
CC1(O)CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)c(F)c3)n2)C(C#N)C1,7.55,27,3.13388
CC(C)(C)NC1CCC(n2cc(C(N)=O)c(Nc3ccccc3)n2)C(C#N)C1,7.55,28,3.34708
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccnnc2)n1,7.55,23,1.77048
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(CC#N)C2)CC1,7.56,29,2.46988
CC1(C)CCC(C)(C)c2cc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)ccc21,7.56,34,5.89240000000001
CN1C(=O)Cc2cc(Nc3nc4c(NCc5cccnc5N(C)S(C)(=O)=O)cccn4n3)ccc21,7.56,35,2.3947
COCc1ccccc1-c1cccc2nc(Nc3ccc4c(c3)CCN(CCS(C)(=O)=O)CC4)nn12,7.56,36,3.7315
COc1ccccc1CNc1cccn2nc(Nc3ccc(C)nc3)nc12,7.56,27,3.79702
CNC(=O)c1cnc(N)c2cc(-c3ccc(C)cc3)sc12,7.57,21,3.21352
CC(Nc1nc(Nc2cn(C)cn2)c2ccn(C)c2n1)c1ncc(F)cn1,7.57,27,2.5476
CC(Nc1nc(Nc2cn(C)cn2)c2ccn(C3CC3)c2n1)c1ncc(F)cn1,7.57,29,3.3455
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(S(C)(=O)=O)C2)CC1,7.57,30,1.3532
COc1ccccc1-c1cccn2nc(Nc3cccc(N4CCN(C)CC4)c3)nc12,7.57,31,3.9003
COc1ccc(C(F)(F)F)cc1-c1cccc2nc(Nc3ccc4c(c3)CCN(CCSC)CC4)nn12,7.57,37,5.93090000000001
CN1CCN(c2cccc(Nc3nc4c(OCc5ccccc5C#N)cccn4n3)c2)CC1,7.57,33,3.67538
CC(=O)Nc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)N5CCN(C)CC5)ccc4c3c2)c1,7.57,35,3.433
N#CC1CC(N2CC3(CCC3)C2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(O)C(F)(F)F)cc2)n1,7.57,36,4.04058
CNC1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)c(F)c3)n2)C(C#N)C1,7.58,27,2.97088
N#CC1CC(O)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)c(F)c2)n1,7.58,26,2.74378
CC(C)(C)NC1CCC(n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)cc3)n2)C(C#N)C1,7.58,32,4.36588
O=c1[nH]c2cnc(-n3cnc4ccc(F)cc43)nc2n1C1CCOc2c(F)cccc21,7.58,31,3.1086
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCCC(F)C2)CC1,7.58,28,2.6682
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(O)(COc3cccc(F)c3)C2)CC1,7.58,36,2.8892
CN1CCN(c2cccc(Nc3nc4c(NCc5ccccc5S(C)(=O)=O)cccn4n3)c2)CC1,7.58,35,3.2403
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(C3CC3)nc2)n1,7.58,26,3.25288
N#CC1CC(O)CCC1n1cc(C(N)=O)c(Nc2ccccc2)n1,7.58,24,1.95128
Cc1cnc(Nc2ccc(N3CCOCC3)cc2)nc1-c1cc2cc(COCC(F)(F)F)ccc2o1,7.59,36,5.85732000000001
c1cncc(-c2cccn3nc(Nc4ccc(N5CCOCC5)cc4)nc23)c1,7.59,28,3.3715
Cc1noc(-c2ccc(Nc3nn(C4CCCCC4C#N)cc3C(N)=O)cc2)n1,7.6,29,3.3389
Cc1cnc(Nc2nc(NC(C)c3ncc(F)cn3)nc(N3CCOCC3)c2F)s1,7.6,30,3.06302
Clc1cnc2nc1NCCCc1cccc(c1)OCCc1cccc(c1)N2,7.6,27,4.8532
CC1CN(C2CCC(n3cc(C(N)=O)c(Nc4ccc(S(=O)(=O)C(F)(F)F)cc4)n3)C(C#N)C2)C1,7.6,35,3.20418
C=CC1(O)CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1,7.6,27,3.16088
CC1(NC2CCC(n3cc(C(N)=O)c(Nc4ccc(Cl)cc4)n3)C(C#N)C2)CCOCC1,7.6,32,3.77108
N#CC1CC(O)CCC1n1cc(C(N)=O)c(Nc2ccc(C3CC3)cc2)n1,7.6,27,2.82868
CNC1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C(C#N)C1,7.6,26,2.31748
CNS(=O)(=O)C1CCN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)C1,7.61,31,0.857800000000001
Cc1cccc(CC2CCCN2S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)n1,7.61,34,3.64482
CS(=O)(=O)CCN1CCc2ccc(Nc3nc4c(-c5cccc6c5OC(F)(F)O6)cccn4n3)cc2CC1,7.61,38,3.9066
COc1ccccc1CNc1cccn2nc(Nc3ccnc(C)c3)nc12,7.61,27,3.79702
N#CC1CC(NCC2CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,7.62,35,3.25208
CC1(C)CN(C2CCC(n3cc(C(N)=O)c(Nc4ccc(C(C)(O)C(F)(F)F)cc4)n3)C(C#N)C2)C1,7.62,36,4.07058
COc1ccc2c(Nc3cn(C)cn3)nc(NC(C)c3ncc(F)cn3)nc2c1,7.62,29,3.2177
O=C(O)c1ccc(Nc2nc3c(-c4cnn(C5CCCC5)c4)cccn3n2)cc1,7.62,29,4.1497
COC1CCCN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)C1,7.62,29,2.3451
CN1CCN(c2cccc(Nc3nc4c(C#Cc5ccccc5N(C)S(C)(=O)=O)cccn4n3)c2)CC1,7.62,37,3.0203
CC1(C)CN(C2CCC(n3cc(C(N)=O)c(Nc4ccc(C(O)C(F)(F)F)cc4)n3)C(C#N)C2)C1,7.62,35,3.89648
NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cc(OC(F)(F)F)ccc1Cl,7.62,27,3.3718
COc1cccc(N2CCN(S(=O)(=O)c3ccc(Nc4nn(C5CCCCC5C#N)cc4C(N)=O)cc3)CC2)c1,7.62,40,3.49998
CC1(NC2CCC(n3cc(C(N)=O)c(Nc4ccccc4)n3)C(C#N)C2)CC1,7.62,28,3.10108
CC1(NC2CCC(n3cc(C(N)=O)c(Nc4ccccc4)n3)C(C#N)C2)COC1,7.62,29,2.33748
O=C(NC1CCC(C(=O)O)CC1)c1cnn2ccc(N3CCCC3c3cc(F)ccc3F)nc12,7.63,34,3.7222
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(Oc3ccccc3C#N)C2)CC1,7.63,35,3.25928
COc1ccc(C(F)(F)F)cc1-c1cccc2nc(Nc3ccc4c(c3)CCNCC4)nn12,7.63,33,4.8555
O=c1[nH]c2cnc3[nH]ccc3c2n1C1CCCCCC1,7.64,20,3.1012
N#CC1CC(NCC2(O)CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,7.64,33,3.09228
CCC(=O)Nc1ccc(-c2ncnc3c2cc(C(=O)NCCCN2CCOCC2)n3C)cc1,7.64,33,2.4359
Clc1cnc2nc1NCCc1cccc(c1)OCCc1cccc(c1)N2,7.64,26,4.4631
[C-]#[N+]C1CC(N2CCC2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,7.64,31,3.83159
CC(NC1CCC(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)C(C#N)C1)C1CC1,7.64,36,3.64058
CC1CCCC(n2c(=O)[nH]c3cnc4[nH]ccc4c32)C1,7.64,20,2.9571
CC1CCC(n2c(=O)[nH]c3cnc4[nH]ccc4c32)CC1,7.64,20,2.9571
N#CC1CC(N2CC(O)(C(F)(F)F)C2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,7.64,36,3.58678
CC(C)(C)NC1CCC(n2cc(C(N)=O)c(Nc3ccc(C(O)C(F)(F)F)cc3)n2)C(C#N)C1,7.64,34,3.94278
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1,7.64,27,3.17398
COCCNC1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1,7.64,29,2.84838
N#CC1CC(N2CCC2)CCC1n1cc(C(N)=O)c(Nc2ccc(OC(F)(F)F)cc2)n1,7.64,32,3.56328
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2cnc3ccc(Cl)cc3c2)n1,7.64,28,4.18208
N#CC1CC(N2CC3(COC3)C2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,7.64,34,3.30998
COCC1CCN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)C1,7.65,29,2.2026
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CC(c3ncccn3)C2)CC1,7.65,31,2.1237
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCN(c3ccccn3)CC2)CC1,7.65,33,2.4515
CN1CCC(c2ccc(Nc3nc4c(NCc5ccccc5S(C)(=O)=O)cccn4n3)cc2)CC1,7.65,35,4.2977
CC(NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C1CC1,7.65,20,2.3636
